ENSEMBL_GENE_ID	Name	Species
ENSMUSG00000022828	general transcription factor II E, polypeptide 1 (alpha subunit)(Gtf2e1)	Mus musculus
ENSMUSG00000024078	tetratricopeptide repeat domain 27(Ttc27)	Mus musculus
ENSMUSG00000053684	KICSTOR subunit 2(Kics2)	Mus musculus
ENSMUSG00000024076	vitrin(Vit)	Mus musculus
ENSMUSG00000004947	deltex 2, E3 ubiquitin ligase(Dtx2)	Mus musculus
ENSMUSG00000022604	centrosomal protein 97(Cep97)	Mus musculus
ENSMUSG00000020454	eukaryotic translation initiation factor 4E nuclear import factor 1(Eif4enif1)	Mus musculus
ENSMUSG00000006219	filamin binding LIM protein 1(Fblim1)	Mus musculus
ENSMUSG00000032883	acyl-CoA synthetase long-chain family member 3(Acsl3)	Mus musculus
ENSMUSG00000000131	exportin 6(Xpo6)	Mus musculus
ENSMUSG00000030583	signal-induced proliferation-associated 1 like 3(Sipa1l3)	Mus musculus
ENSMUSG00000032300	RIKEN cDNA 1700017B05 gene(1700017B05Rik)	Mus musculus
ENSMUSG00000022119	RNA binding motif protein 26(Rbm26)	Mus musculus
ENSMUSG00000074527	predicted gene 14296(Gm14296)	Mus musculus
ENSMUSG00000025931	progestin and adipoQ receptor family member VIII(Paqr8)	Mus musculus
ENSMUSG00000053783	RIKEN cDNA 1700016K19 gene(1700016K19Rik)	Mus musculus
ENSMUSG00000025474	tubulin, gamma complex associated protein 2(Tubgcp2)	Mus musculus
ENSMUSG00000036555	IQ motif containing E(Iqce)	Mus musculus
ENSMUSG00000043673	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3(Kcns3)	Mus musculus
ENSMUSG00000049038	mitochondrial transcription termination factor 2(Mterf2)	Mus musculus
ENSMUSG00000032997	chondroitin polymerizing factor(Chpf)	Mus musculus
ENSMUSG00000027281	SLX4 interacting protein(Slx4ip)	Mus musculus
ENSMUSG00000028189	chitobiase(Ctbs)	Mus musculus
ENSMUSG00000030314	autophagy related 7(Atg7)	Mus musculus
ENSMUSG00000028671	galactose-4-epimerase, UDP(Gale)	Mus musculus
ENSMUSG00000032495	leucine rich repeat containing 2(Lrrc2)	Mus musculus
ENSMUSG00000037904	ankyrin repeat domain 9(Ankrd9)	Mus musculus
ENSMUSG00000027599	armadillo repeat containing 1(Armc1)	Mus musculus
ENSMUSG00000028409	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)(Smu1)	Mus musculus
ENSMUSG00000001700	GRAM domain containing 3(Gramd3)	Mus musculus
ENSMUSG00000064037	GPN-loop GTPase 1(Gpn1)	Mus musculus
ENSMUSG00000025875	tetraspanin 17(Tspan17)	Mus musculus
ENSMUSG00000036712	CYLD lysine 63 deubiquitinase(Cyld)	Mus musculus
ENSMUSG00000024556	malic enzyme 2, NAD(+)-dependent, mitochondrial(Me2)	Mus musculus
ENSMUSG00000042211	F-box protein 38(Fbxo38)	Mus musculus
ENSMUSG00000003604	apoptosis, caspase activation inhibitor(Aven)	Mus musculus
ENSMUSG00000026854	ubiquitin specific peptidase 20(Usp20)	Mus musculus
ENSMUSG00000024493	leucyl-tRNA synthetase(Lars)	Mus musculus
ENSMUSG00000029229	cysteine-rich hydrophobic domain 2(Chic2)	Mus musculus
ENSMUSG00000024537	proteasome (prosome, macropain) assembly chaperone 2(Psmg2)	Mus musculus
ENSMUSG00000035933	component of oligomeric golgi complex 5(Cog5)	Mus musculus
ENSMUSG00000020701	transmembrane protein 132E(Tmem132e)	Mus musculus
ENSMUSG00000055239	potassium channel modulatory factor 1(Kcmf1)	Mus musculus
ENSMUSG00000035954	dedicator of cytokinesis 4(Dock4)	Mus musculus
ENSMUSG00000071862	leucine rich repeat transmembrane neuronal 2(Lrrtm2)	Mus musculus
ENSMUSG00000042729	WD repeat domain 74(Wdr74)	Mus musculus
ENSMUSG00000034354	myotubularin related protein 3(Mtmr3)	Mus musculus
ENSMUSG00000020435	oxysterol binding protein 2(Osbp2)	Mus musculus
ENSMUSG00000019189	ring finger protein 145(Rnf145)	Mus musculus
ENSMUSG00000021241	iron-sulfur cluster assembly 2(Isca2)	Mus musculus
ENSMUSG00000090266	methyltransferase like 23(Mettl23)	Mus musculus
ENSMUSG00000059325	HOP homeobox(Hopx)	Mus musculus
ENSMUSG00000024400	WD repeat domain 33(Wdr33)	Mus musculus
ENSMUSG00000061603	A kinase (PRKA) anchor protein 6(Akap6)	Mus musculus
ENSMUSG00000024560	CXXC finger 1 (PHD domain)(Cxxc1)	Mus musculus
ENSMUSG00000047547	clathrin, light polypeptide (Lcb)(Cltb)	Mus musculus
ENSMUSG00000035049	ribosomal RNA processing 12 homolog(Rrp12)	Mus musculus
ENSMUSG00000066037	heterogeneous nuclear ribonucleoprotein R(Hnrnpr)	Mus musculus
ENSMUSG00000025354	DnaJ heat shock protein family (Hsp40) member C14(Dnajc14)	Mus musculus
ENSMUSG00000073207	coiled-coil domain containing 160(Ccdc160)	Mus musculus
ENSMUSG00000021287	X-ray repair complementing defective repair in Chinese hamster cells 3(Xrcc3)	Mus musculus
ENSMUSG00000037415	RAN binding protein 10(Ranbp10)	Mus musculus
ENSMUSG00000047986	paralemmin 3(Palm3)	Mus musculus
ENSMUSG00000029772	S-adenosylhomocysteine hydrolase-like 2(Ahcyl2)	Mus musculus
ENSMUSG00000057615	regulator of NFKB signaling(Ldoc1)	Mus musculus
ENSMUSG00000027936	CREB regulated transcription coactivator 2(Crtc2)	Mus musculus
ENSMUSG00000060780	leucine rich repeat transmembrane neuronal 1(Lrrtm1)	Mus musculus
ENSMUSG00000044465	FHF complex subunit HOOK interacting protein 1B(Fhip1b)	Mus musculus
ENSMUSG00000003360	DEAD box helicase 23(Ddx23)	Mus musculus
ENSMUSG00000046185	zinc finger protein 84(Zfp84)	Mus musculus
ENSMUSG00000024054	SMC hinge domain containing 1(Smchd1)	Mus musculus
ENSMUSG00000056215	leucine-rich repeats and guanylate kinase domain containing(Lrguk)	Mus musculus
ENSMUSG00000014837	RIKEN cDNA 4931428F04 gene(4931428F04Rik)	Mus musculus
ENSMUSG00000022179	RIKEN cDNA 4931414P19 gene(4931414P19Rik)	Mus musculus
ENSMUSG00000031922	centrosomal protein 57(Cep57)	Mus musculus
ENSMUSG00000016239	LON peptidase N-terminal domain and ring finger 3(Lonrf3)	Mus musculus
ENSMUSG00000035653	leucine rich repeat and fibronectin type III domain containing 5(Lrfn5)	Mus musculus
ENSMUSG00000068117	meiotic double-stranded break formation protein 1(Mei1)	Mus musculus
ENSMUSG00000025583	regulatory associated protein of MTOR, complex 1(Rptor)	Mus musculus
ENSMUSG00000029708	golgi coiled coil 1(Gcc1)	Mus musculus
ENSMUSG00000068663	C-type lectin domain family 16, member A(Clec16a)	Mus musculus
ENSMUSG00000072720	myosin XVIIIb(Myo18b)	Mus musculus
ENSMUSG00000042520	ubiquitin-associated protein 2-like(Ubap2l)	Mus musculus
ENSMUSG00000036291	adaptor-related protein complex 5, mu 1 subunit(Ap5m1)	Mus musculus
ENSMUSG00000035367	RecQ mediated genome instability 1(Rmi1)	Mus musculus
ENSMUSG00000032393	dipeptidylpeptidase 8(Dpp8)	Mus musculus
ENSMUSG00000050930	microtubule-associated protein 10(Map10)	Mus musculus
ENSMUSG00000051890	kelch domain containing 1(Klhdc1)	Mus musculus
ENSMUSG00000033444	sperm antigen with calponin homology and coiled-coil domains 1-like(Specc1l)	Mus musculus
ENSMUSG00000048118	AT rich interactive domain 4A (RBP1-like)(Arid4a)	Mus musculus
ENSMUSG00000024958	G protein-coupled receptor 137(Gpr137)	Mus musculus
ENSMUSG00000025038	EF-hand domain (C-terminal) containing 2(Efhc2)	Mus musculus
ENSMUSG00000006784	outer dynein arm complex subunit 4(Odad4)	Mus musculus
ENSMUSG00000040105	phospholipid phosphatase 6(Plpp6)	Mus musculus
ENSMUSG00000026885	tubulin tyrosine ligase-like family, member 11(Ttll11)	Mus musculus
ENSMUSG00000019715	GLE1 RNA export mediator (yeast)(Gle1)	Mus musculus
ENSMUSG00000043398	G protein-coupled receptor 135(Gpr135)	Mus musculus
ENSMUSG00000040565	B-TFIID TATA-box binding protein associated factor 1(Btaf1)	Mus musculus
ENSMUSG00000028099	polymerase (RNA) III (DNA directed) polypeptide C(Polr3c)	Mus musculus
ENSMUSG00000044912	synaptotagmin XVI(Syt16)	Mus musculus
ENSMUSG00000021890	ELL associated factor 1(Eaf1)	Mus musculus
ENSMUSG00000034402	potassium voltage-gated channel, subfamily H (eag-related), member 5(Kcnh5)	Mus musculus
ENSMUSG00000071654	ubiquinol-cytochrome c reductase complex assembly factor 3(Uqcc3)	Mus musculus
ENSMUSG00000021747	CFAP20 domain containing(Cfap20dc)	Mus musculus
ENSMUSG00000021057	A kinase (PRKA) anchor protein 5(Akap5)	Mus musculus
ENSMUSG00000041216	clavesin 1(Clvs1)	Mus musculus
ENSMUSG00000034390	c-Maf inducing protein(Cmip)	Mus musculus
ENSMUSG00000006675	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)(P4htm)	Mus musculus
ENSMUSG00000050931	sphingomyelin synthase 2(Sgms2)	Mus musculus
ENSMUSG00000017715	phosphatidylglycerophosphate synthase 1(Pgs1)	Mus musculus
ENSMUSG00000037514	pantothenate kinase 2(Pank2)	Mus musculus
ENSMUSG00000026707	NOL1/NOP2/Sun domain family member 6(Nsun6)	Mus musculus
ENSMUSG00000036278	mono-ADP ribosylhydrolase 1(Macrod1)	Mus musculus
ENSMUSG00000033948	zinc finger SWIM-type containing 5(Zswim5)	Mus musculus
ENSMUSG00000020280	pseudouridylate synthase 10(Pus10)	Mus musculus
ENSMUSG00000075289	carnosine synthase 1(Carns1)	Mus musculus
ENSMUSG00000021572	centrosomal protein 72(Cep72)	Mus musculus
ENSMUSG00000047423	expressed sequence AI837181(AI837181)	Mus musculus
ENSMUSG00000020807	RIKEN cDNA 4933427D14 gene(4933427D14Rik)	Mus musculus
ENSMUSG00000042507	mitotic deacetylase associated SANT domain protein(Mideas)	Mus musculus
ENSMUSG00000020876	sorting nexin 11(Snx11)	Mus musculus
ENSMUSG00000071669	sorting nexin 29(Snx29)	Mus musculus
ENSMUSG00000019235	ribosomal protein S6 kinase-like 1(Rps6kl1)	Mus musculus
ENSMUSG00000021838	sterile alpha motif domain containing 4(Samd4)	Mus musculus
ENSMUSG00000025213	Kazal-type serine peptidase inhibitor domain 1(Kazald1)	Mus musculus
ENSMUSG00000040875	oxysterol binding protein-like 10(Osbpl10)	Mus musculus
ENSMUSG00000048483	zinc finger, DHHC-type containing 22(Zdhhc22)	Mus musculus
ENSMUSG00000034168	interferon regulatory factor 2 binding protein-like(Irf2bpl)	Mus musculus
ENSMUSG00000021256	vasohibin 1(Vash1)	Mus musculus
ENSMUSG00000042918	MEF2 activating motif and SAP domain containing transcriptional regulator(Mamstr)	Mus musculus
ENSMUSG00000024811	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2(Tnks2)	Mus musculus
ENSMUSG00000024767	OTU domain, ubiquitin aldehyde binding 1(Otub1)	Mus musculus
ENSMUSG00000090812	sterile alpha motif domain containing 15(Samd15)	Mus musculus
ENSMUSG00000032513	golgi reassembly stacking protein 1(Gorasp1)	Mus musculus
ENSMUSG00000028811	tyrosyl-tRNA synthetase(Yars)	Mus musculus
ENSMUSG00000024640	phosphoserine aminotransferase 1(Psat1)	Mus musculus
ENSMUSG00000037339	family with sequence similarity 53, member A(Fam53a)	Mus musculus
ENSMUSG00000036902	neuropilin (NRP) and tolloid (TLL)-like 2(Neto2)	Mus musculus
ENSMUSG00000049538	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16(Adamts16)	Mus musculus
ENSMUSG00000021209	protein phosphatase 4, regulatory subunit 4(Ppp4r4)	Mus musculus
ENSMUSG00000034543	microrchidia 2A(Morc2a)	Mus musculus
ENSMUSG00000030207	family with sequence similarity 234, member B(Fam234b)	Mus musculus
ENSMUSG00000027424	mitochondrial genome maintenance exonuclease 1(Mgme1)	Mus musculus
ENSMUSG00000027439	GDNF-inducible zinc finger protein 1(Gzf1)	Mus musculus
ENSMUSG00000048832	vacuolar protein sorting 37C(Vps37c)	Mus musculus
ENSMUSG00000047415	G protein-coupled receptor 68(Gpr68)	Mus musculus
ENSMUSG00000041702	BTB (POZ) domain containing 7(Btbd7)	Mus musculus
ENSMUSG00000041771	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4(Slc24a4)	Mus musculus
ENSMUSG00000031858	MAU2 sister chromatid cohesion factor(Mau2)	Mus musculus
ENSMUSG00000040618	phosphoenolpyruvate carboxykinase 2 (mitochondrial)(Pck2)	Mus musculus
ENSMUSG00000024696	leupaxin(Lpxn)	Mus musculus
ENSMUSG00000028803	NIPA-like domain containing 3(Nipal3)	Mus musculus
ENSMUSG00000109179	predicted gene, 35339(Gm35339)	Mus musculus
ENSMUSG00000021696	ELOVL family member 7, elongation of long chain fatty acids (yeast)(Elovl7)	Mus musculus
ENSMUSG00000047656	tRNA phosphotransferase 1(Trpt1)	Mus musculus
ENSMUSG00000020374	RasGEF domain family, member 1C(Rasgef1c)	Mus musculus
ENSMUSG00000027194	tetratricopeptide repeat domain 17(Ttc17)	Mus musculus
ENSMUSG00000025224	golgi-specific brefeldin A-resistance factor 1(Gbf1)	Mus musculus
ENSMUSG00000029729	zinc finger with KRAB and SCAN domains 1(Zkscan1)	Mus musculus
ENSMUSG00000026200	galactosidase, beta 1-like(Glb1l)	Mus musculus
ENSMUSG00000060224	pyridine nucleotide-disulphide oxidoreductase domain 2(Pyroxd2)	Mus musculus
ENSMUSG00000032702	KN motif and ankyrin repeat domains 1(Kank1)	Mus musculus
ENSMUSG00000029550	signal peptide peptidase 3(Sppl3)	Mus musculus
ENSMUSG00000025016	transmembrane 9 superfamily member 3(Tm9sf3)	Mus musculus
ENSMUSG00000029330	CDP-diacylglycerol synthase 1(Cds1)	Mus musculus
ENSMUSG00000074746	PDZ domain containing 8(Pdzd8)	Mus musculus
ENSMUSG00000037531	mitochondrial ribosomal protein L47(Mrpl47)	Mus musculus
ENSMUSG00000053799	exocyst complex component 6(Exoc6)	Mus musculus
ENSMUSG00000024691	family with sequence similarity 111, member A(Fam111a)	Mus musculus
ENSMUSG00000024818	solute carrier family 25, member 45(Slc25a45)	Mus musculus
ENSMUSG00000034959	RUN and cysteine rich domain containing beclin 1 interacting protein like(Rubcnl)	Mus musculus
ENSMUSG00000028973	ATP-binding cassette, sub-family B (MDR/TAP), member 8(Abcb8)	Mus musculus
ENSMUSG00000000278	serine carboxypeptidase 1(Scpep1)	Mus musculus
ENSMUSG00000008226	secernin 3(Scrn3)	Mus musculus
ENSMUSG00000080268	breast cancer metastasis-suppressor 1(Brms1)	Mus musculus
ENSMUSG00000048174	transmembrane protein 81(Tmem81)	Mus musculus
ENSMUSG00000005951	sedoheptulokinase(Shpk)	Mus musculus
ENSMUSG00000039911	splA/ryanodine receptor domain and SOCS box containing 1(Spsb1)	Mus musculus
ENSMUSG00000040928	S100P binding protein(S100pbp)	Mus musculus
ENSMUSG00000037251	protein-O-mannose kinase(Pomk)	Mus musculus
ENSMUSG00000021311	5-methyltetrahydrofolate-homocysteine methyltransferase(Mtr)	Mus musculus
ENSMUSG00000027018	histone aminotransferase 1(Hat1)	Mus musculus
ENSMUSG00000008129	break repair meiotic recombinase recruitment factor 1(Brme1)	Mus musculus
ENSMUSG00000020099	unc-5 netrin receptor B(Unc5b)	Mus musculus
ENSMUSG00000025876	unc-5 netrin receptor A(Unc5a)	Mus musculus
ENSMUSG00000066643	WD repeat domain 35(Wdr35)	Mus musculus
ENSMUSG00000022759	leucine rich repeat containing 74B(Lrrc74b)	Mus musculus
ENSMUSG00000022543	dynein axonemal assembly factor 8(Dnaaf8)	Mus musculus
ENSMUSG00000054003	tudor domain containing 9(Tdrd9)	Mus musculus
ENSMUSG00000052302	TBC1 domain family, member 30(Tbc1d30)	Mus musculus
ENSMUSG00000016624	PHD finger protein 21B(Phf21b)	Mus musculus
ENSMUSG00000096883	shisa family member 8(Shisa8)	Mus musculus
ENSMUSG00000020532	acetyl-Coenzyme A carboxylase alpha(Acaca)	Mus musculus
ENSMUSG00000074673	tubulin tyrosine ligase-like family, member 9(Ttll9)	Mus musculus
ENSMUSG00000053216	butyrophilin, subfamily 2, member A2(Btn2a2)	Mus musculus
ENSMUSG00000027534	sorting nexin 16(Snx16)	Mus musculus
ENSMUSG00000022715	transmembrane protein 114(Tmem114)	Mus musculus
ENSMUSG00000034639	SET domain without mariner transposase fusion(Setmar)	Mus musculus
ENSMUSG00000038539	activating transcription factor 5(Atf5)	Mus musculus
ENSMUSG00000029204	ras homolog family member H(Rhoh)	Mus musculus
ENSMUSG00000041328	PCF11 cleavage and polyadenylation factor subunit(Pcf11)	Mus musculus
ENSMUSG00000030279	C2 calcium-dependent domain containing 5(C2cd5)	Mus musculus
ENSMUSG00000026615	glutamyl-prolyl-tRNA synthetase(Eprs)	Mus musculus
ENSMUSG00000021427	signal sequence receptor, alpha(Ssr1)	Mus musculus
ENSMUSG00000050199	leucine-rich repeat-containing G protein-coupled receptor 4(Lgr4)	Mus musculus
ENSMUSG00000020108	DNA-damage-inducible transcript 4(Ddit4)	Mus musculus
ENSMUSG00000028331	tRNA methyltransferase O(Trmo)	Mus musculus
ENSMUSG00000022842	endothelin converting enzyme 2(Ece2)	Mus musculus
ENSMUSG00000034926	24-dehydrocholesterol reductase(Dhcr24)	Mus musculus
ENSMUSG00000070942	interleukin 1 receptor-like 2(Il1rl2)	Mus musculus
ENSMUSG00000029070	matrix-remodelling associated 8(Mxra8)	Mus musculus
ENSMUSG00000031227	MAGE family member E1(Magee1)	Mus musculus
ENSMUSG00000024663	RAB3A interacting protein (rabin3)-like 1(Rab3il1)	Mus musculus
ENSMUSG00000005982	N(alpha)-acetyltransferase 60, NatF catalytic subunit(Naa60)	Mus musculus
ENSMUSG00000043557	MAM domain containing glycosylphosphatidylinositol anchor 1(Mdga1)	Mus musculus
ENSMUSG00000003546	kinesin light chain 4(Klc4)	Mus musculus
ENSMUSG00000032182	Yip1 domain family, member 2(Yipf2)	Mus musculus
ENSMUSG00000032462	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta(Pik3cb)	Mus musculus
ENSMUSG00000032523	hedgehog acyltransferase-like(Hhatl)	Mus musculus
ENSMUSG00000022601	zinc finger and BTB domain containing 11(Zbtb11)	Mus musculus
ENSMUSG00000036622	ATPase type 13A2(Atp13a2)	Mus musculus
ENSMUSG00000022999	limb region 1 like(Lmbr1l)	Mus musculus
ENSMUSG00000050989	selenoprotein N(Selenon)	Mus musculus
ENSMUSG00000028013	pyrophosphatase (inorganic) 2(Ppa2)	Mus musculus
ENSMUSG00000018040	ribosomal RNA processing 7 homolog A(Rrp7a)	Mus musculus
ENSMUSG00000029578	WD repeat domain, phosphoinositide interacting 2(Wipi2)	Mus musculus
ENSMUSG00000090777	coiled-coil domain containing 188(Ccdc188)	Mus musculus
ENSMUSG00000020251	glycosyltransferase 8 domain containing 2(Glt8d2)	Mus musculus
ENSMUSG00000031776	ADP-ribosylation factor-like 2 binding protein(Arl2bp)	Mus musculus
ENSMUSG00000029780	5'-nucleotidase, cytosolic III(Nt5c3)	Mus musculus
ENSMUSG00000041058	WW domain containing E3 ubiquitin protein ligase 1(Wwp1)	Mus musculus
ENSMUSG00000040690	collagen, type XVI, alpha 1(Col16a1)	Mus musculus
ENSMUSG00000075707	deiodinase, iodothyronine type III(Dio3)	Mus musculus
ENSMUSG00000037279	ovo like zinc finger 2(Ovol2)	Mus musculus
ENSMUSG00000022836	myosin, light polypeptide kinase(Mylk)	Mus musculus
ENSMUSG00000024210	inositol hexaphosphate kinase 3(Ip6k3)	Mus musculus
ENSMUSG00000044934	zinc finger protein 367(Zfp367)	Mus musculus
ENSMUSG00000038058	nucleotide-binding oligomerization domain containing 1(Nod1)	Mus musculus
ENSMUSG00000063273	N(alpha)-acetyltransferase 15, NatA auxiliary subunit(Naa15)	Mus musculus
ENSMUSG00000038250	ubiquitin specific peptidase 38(Usp38)	Mus musculus
ENSMUSG00000032575	mesencephalic astrocyte-derived neurotrophic factor(Manf)	Mus musculus
ENSMUSG00000033063	contactin associated protein-like 3(Cntnap3)	Mus musculus
ENSMUSG00000055480	zinc finger protein 458(Zfp458)	Mus musculus
ENSMUSG00000017831	RAB5A, member RAS oncogene family(Rab5a)	Mus musculus
ENSMUSG00000079177	family with sequence similarity 228, member A(Fam228a)	Mus musculus
ENSMUSG00000062373	transmembrane protein 65(Tmem65)	Mus musculus
ENSMUSG00000069184	zinc finger protein 72(Zfp72)	Mus musculus
ENSMUSG00000038861	phosphatidylinositol 4-kinase beta(Pi4kb)	Mus musculus
ENSMUSG00000026670	UDP-N-acetylglucosamine pyrophosphorylase 1(Uap1)	Mus musculus
ENSMUSG00000045509	G protein-coupled receptor 150(Gpr150)	Mus musculus
ENSMUSG00000051617	keratin 9(Krt9)	Mus musculus
ENSMUSG00000026578	coiled-coil domain containing 181(Ccdc181)	Mus musculus
ENSMUSG00000055675	kelch repeat and BTB (POZ) domain containing 11(Kbtbd11)	Mus musculus
ENSMUSG00000051054	RIKEN cDNA 1700014D04 gene(1700014D04Rik)	Mus musculus
ENSMUSG00000028337	coronin, actin binding protein 2A(Coro2a)	Mus musculus
ENSMUSG00000029175	solute carrier family 35, member F6(Slc35f6)	Mus musculus
ENSMUSG00000040824	small nuclear ribonucleoprotein D2(Snrpd2)	Mus musculus
ENSMUSG00000026301	IQ motif containing with AAA domain(Iqca)	Mus musculus
ENSMUSG00000068856	splicing factor 3b, subunit 4(Sf3b4)	Mus musculus
ENSMUSG00000078958	ATPase, H+ transporting, lysosomal accessory protein 1-like(Atp6ap1l)	Mus musculus
ENSMUSG00000038650	ribonuclease/angiogenin inhibitor 1(Rnh1)	Mus musculus
ENSMUSG00000047264	zinc finger protein 358(Zfp358)	Mus musculus
ENSMUSG00000026986	histamine N-methyltransferase(Hnmt)	Mus musculus
ENSMUSG00000038886	mannosidase 2, alpha 2(Man2a2)	Mus musculus
ENSMUSG00000046020	protein O-fucosyltransferase 1(Pofut1)	Mus musculus
ENSMUSG00000046230	vacuolar protein sorting 13A(Vps13a)	Mus musculus
ENSMUSG00000029814	insulin-like growth factor 2 mRNA binding protein 3(Igf2bp3)	Mus musculus
